Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
@NigeriaStories Very ugly distasteful woman,0.0,0.0,0.0,53.0,English,Twitter,eriknaija,Lagos,2025,8,11,17,52,Monday,SYN_6f988cd609c84d67,Synthetic_ID,August,Very ugly distasteful woman,negative,1,0,0,none,"Ikeja, Lagos",1,0.13799694143891084,,0.17342555479762478
"@NigeriaStories For accepting GMO, you get honoured 😔",0.0,0.0,0.0,81.0,English,Twitter,salakokarzim,Lagos,2025,8,11,18,35,Monday,SYN_b2248f949141b730,Synthetic_ID,August,For accepting GMO you get honoured,positive,0,0,1,none,"Ikeja, Lagos",-1,0.1546224710830741,"to, his, gmo, the, of",0.19788929356704435
@NphcdaNG @FMICNigeria @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo If we have this level of funfair on top giveaway vaccines. What would happen when we start buying our own. We'd declare public holiday. 😆😁😄,0.0,0.0,0.0,0.0,English,Twitter,Adelaja_keji,Lagos,2021,3,2,17,58,Tuesday,SYN_b43fd5fcacc52567,Synthetic_ID,March,If we have this level of funfair on top giveaway vaccines What would happen when we start buying our own Wed declare public holiday,negative,1,0,0,anger,"Ikeja, Lagos",2,0.0663579282474697,"free, hospitals, its, with, the",0.1283795945834217
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Must everything be ceremonial?
Just receive the packages and distribute accordingly.

What's with the photo ops? 😒",0.0,0.0,0.0,0.0,English,Twitter,nnamossai,Lagos,2021,3,2,16,3,Tuesday,SYN_dd08aee9f8e836e1,Synthetic_ID,March,Must everything be ceremonial Just receive the packages and distribute accordingly Whats with the photo ops,positive,0,0,1,none,"Ikeja, Lagos",2,0.07709620746302384,"free, hospitals, its, with, the",0.12950032850229748
@NphcdaNG @FMICNigeria @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo If we have this level of funfair on top giveaway vaccines. What would happen when we start buying our own. We'd declare public holiday. 😆😁😄,0.0,0.0,0.0,0.0,English,Twitter,Adelaja_keji,Lagos,2021,3,2,17,58,Tuesday,SYN_292814a26810a9b4,Synthetic_ID,March,If we have this level of funfair on top giveaway vaccines What would happen when we start buying our own Wed declare public holiday,negative,1,0,0,anger,"Ikeja, Lagos",2,0.06634210390646025,"free, hospitals, its, with, the",0.13168593797271347
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Must everything be ceremonial?
Just receive the packages and distribute accordingly.

What's with the photo ops? 😒",0.0,0.0,0.0,0.0,English,Twitter,nnamossai,Lagos,2021,3,2,16,3,Tuesday,SYN_9828dc0a07fe38a7,Synthetic_ID,March,Must everything be ceremonial Just receive the packages and distribute accordingly Whats with the photo ops,positive,0,0,1,none,"Ikeja, Lagos",2,0.059564012305506245,"free, hospitals, its, with, the",0.1292505041883852
"@NphcdaNG @GarShehu @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo If you have an android phone that can browse quickly click on the link below to to jion the whatapp group called RACKSTARLIN TRADE investments it as help so many people join the link now and testify 
 THIS LINK TO JOIN THE GROUP
https://t.co/OzjeIgg8C7",0.0,0.0,0.0,0.0,English,Twitter,Joseph11930695,Lagos,2021,3,3,18,6,Wednesday,SYN_4915d112a44924df,Synthetic_ID,March,If you have an android phone that can browse quickly click on the link below to to jion the whatapp group called RACKSTARLIN TRADE investments it as help so many people join the link now and testify THIS LINK TO JOIN THE GROUP,positive,0,0,1,none,"Ikeja, Lagos",-1,0.03928769061395852,"una, dhan, mga, na, mk",0.05191784970090232
"@oku_yungx @t_hollucrystal Wow

This is so educating

Thank you for sharing",0.0,0.0,1.0,32.0,English,Twitter,Hefeholuwa1,Lagos,2025,11,6,13,5,Thursday,SYN_5cd93933c56395c6,Synthetic_ID,November,Wow This is so educating Thank you for sharing,positive,0,0,1,none,"Ikeja, Lagos",1,0.1577378209317778,"so, congratulations, good, thank, baby",0.2159051547794202
"@PIB_India @nsitharaman @riteshchakravar 
@ChitoriaDinesh 

जैसे 20 लाख करोड़ का फर्जी दावा #वेनकाब हुआ
वक़्त आने पर ये फर्जी घोषणाएं भी घुस जाएगी
#भक्तो के पिछवाड़े 😂😂😂😂",0.0,0.0,0.0,0.0,Hindi,Twitter,ltl4LgQ6asoLsNO,Niger,2021,2,1,7,32,Monday,SYN_13fd82f4d3921eb6,Synthetic_ID,February,,positive,0,0,1,none,"Minna, Niger",5,1.0,"when, yaaas, age, months, which",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_6cb0b7cbc00d5ddd,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_05e09b9f558170af,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_893e543f913e050f,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_9658eab00ea9cf6d,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_bf004b314fb46ef8,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_f9d54e493d75faea,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,0.88012146782288,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_bd92298ace2ed164,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_39c4386602e5285a,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",0.6950587089209078
"@pshegs If you choose to get vaccinated, you do so at your own risk, because no one is being held accountable not the Government or Companies that made the vaccines.

Remember your life, your body, and your choices.

Africa needs nutrition Not Vaccine but they will not provide that!",0.0,3.0,2.0,187.0,English,Twitter,UnitedStateOf19,Lagos,2024,11,28,12,11,Thursday,SYN_aa3189224c46b5f7,Synthetic_ID,November,If you choose to get vaccinated you do so at your own risk because no one is being held accountable not the Government or Companies that made the vaccines Remember your life your body and your choices Africa needs nutrition Not Vaccine but they will not provide that,negative,1,0,0,fear,"Ikeja, Lagos",0,0.1908376214683373,"the, vaccine, of, in, to",0.2582347290641062
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_b62b894f5cbc53ad,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_a0c64b068d252085,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",0.8590894173989753
@P_McCulloughMD @stinchfield1776 @McCulloughFund @DailyClout @DailyCloutAus @dailycloutinc Specially when healthy teens fell from MYOCARDITIS!  You called it way back then Doctor McCullough,0.0,0.0,0.0,39.0,English,Twitter,LourdesVilar3,Lagos,2025,6,29,19,19,Sunday,SYN_00290f0c36a6e281,Synthetic_ID,June,Specially when healthy teens fell from MYOCARDITIS You called it way back then Doctor McCullough,positive,0,0,1,none,"Ikeja, Lagos",0,0.4211378914240866,"the, vaccine, of, in, to",0.4391916333986801
@ruffydfire Who read everything to the end?,2.0,1.0,1.0,1970.0,English,Twitter,Alexandaahh,Enugu,2024,4,14,7,50,Sunday,SYN_8a6f77f5a94e09eb,Synthetic_ID,April,Who read everything to the end,positive,0,0,1,none,"Enugu, Enugu",1,0.27007262077561656,"so, congratulations, good, thank, baby",0.38891860428222363
@ruffydfire Good news cuz health is wealth,0.0,0.0,0.0,172.0,English,Twitter,Dammy51041151,Lagos,2024,4,14,8,15,Sunday,SYN_40b78f2f06e02654,Synthetic_ID,April,Good news cuz health is wealth,positive,0,0,1,none,"Ikeja, Lagos",3,0.17299887215775564,"her, at, yrs, money, months",0.3584385298509641
"@SaharaReporters When are they starting to administer it?

I hope it is free.

They should use the budgeted fuel subsidy removal palliative to sponsor it.",0.0,0.0,0.0,349.0,English,Twitter,OOnuaja,Lagos,2023,4,17,15,41,Monday,SYN_09af129fa28bd2ef,Synthetic_ID,April,When are they starting to administer it I hope it is free They should use the budgeted fuel subsidy removal palliative to sponsor it,positive,0,0,1,none,"Ikeja, Lagos",2,0.1583610375515905,"free, hospitals, its, with, the",0.19515336194779384
@SaharaReporters Regina Daniels husband no go happy with this post 😂,1.0,0.0,0.0,466.0,English,Twitter,Printsallday1,Lagos,2023,4,17,14,41,Monday,SYN_bf6a42ae287a612b,Synthetic_ID,April,Regina Daniels husband no go happy with this post,negative,1,0,0,happy,"Ikeja, Lagos",1,0.2069485330388811,"so, congratulations, good, thank, baby",0.3151675660447107
@SecKennedy What about aluminum?,0.0,0.0,16.0,358.0,English,Twitter,_Novaspeaks_,Niger,2025,11,4,0,8,Tuesday,SYN_c8177d5ed0f9f07b,Synthetic_ID,November,What about aluminum,negative,1,0,0,none,"Minna, Niger",11,0.40984137967721307,"trend, will, not, this, cohesion",1.0
"@SecKennedy @AfRedwave Sugar hurts more children than mercury in vaccines. 

Make them put teaspoons on the label instead of grams if you care about children.",3.0,0.0,3.0,243.0,English,Twitter,Cryptonix4real,Lagos,2025,11,3,23,32,Monday,SYN_43e474695621a5cf,Synthetic_ID,November,Sugar hurts more children than mercury in vaccines Make them put teaspoons on the label instead of grams if you care about children,negative,1,0,0,none,"Ikeja, Lagos",-1,0.04429084877138885,"malaria, we, are, no, vaccines",0.08529929738419471
@stopvaccinating Thank you for the red lines I couldn’t read it otherwise,1.0,0.0,0.0,56.0,English,Twitter,DanDanio69,Lagos,2025,11,2,10,37,Sunday,SYN_6a24fea085e59e7c,Synthetic_ID,November,Thank you for the red lines I couldnt read it otherwise,positive,0,0,1,none,"Ikeja, Lagos",1,0.5417590389123833,"so, congratulations, good, thank, baby",0.5402818698304216
@stopvaccinating Dumbest take. Vaccines work you ignorant fool,0.0,0.0,0.0,5.0,English,Twitter,heffaycares,Niger,2025,11,3,4,49,Monday,SYN_f7e91e87d92048da,Synthetic_ID,November,Dumbest take Vaccines work you ignorant fool,negative,1,0,0,none,"Minna, Niger",0,1.0,"the, vaccine, of, in, to",0.8230461992679315
"@toluogunlesi Bros tell them make e go round o
Make our politicians no hide am like Covid19 palliatives o, na just one shot they need, and they cant use it as souvenirs for birthdays o...",0.0,1.0,5.0,0.0,English,Twitter,Xkuadfoshizi,Lagos,2021,3,2,13,45,Tuesday,SYN_ac9337c2acb626ad,Synthetic_ID,March,Bros tell them make e go round o Make our politicians no hide am like Covid palliatives o na just one shot they need and they cant use it as souvenirs for birthdays o,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.06066570622121154,,0.19610252928510016
"@toluogunlesi Nice one!!!
I think the boys should be vaccinated too, cos HPV is also a risk factor for Oropharyngeal cancers, which is even commoner in the male gender.",0.0,0.0,0.0,225.0,English,Twitter,Agboolaadebowa2,Lagos,2023,10,25,6,40,Wednesday,SYN_c2aaeb70917669e7,Synthetic_ID,October,Nice one I think the boys should be vaccinated too cos HPV is also a risk factor for Oropharyngeal cancers which is even commoner in the male gender,negative,1,0,0,fear,"Ikeja, Lagos",0,0.17073255116303546,"the, vaccine, of, in, to",0.1759576769892484
@VigilantFox You mean to tell me that injecting synthetic genetic code that installs in human cells and reprograms them to manufacture a gain-of-functioned spike protein is not safe nor healthy for the human body? I'm perplexed doc. 🙄,5.0,15.0,114.0,3280.0,English,Twitter,TheObse87632368,Lagos,2023,4,10,23,40,Monday,SYN_ac29acdb073d4d74,Synthetic_ID,April,You mean to tell me that injecting synthetic genetic code that installs in human cells and reprograms them to manufacture a gainoffunctioned spike protein is not safe nor healthy for the human body Im perplexed doc,negative,1,0,0,none,"Ikeja, Lagos",-1,0.2099696774748256,,0.23823780541335518
"@VigilantFox 1) I wonder how many people know that the Clintons masterminded the Free, Mandatory Vaccines for Children Program in 1994? It's one hell of a story. I pieced together the details in part 1 of this 6-part report.

Measles, Masterminds &amp; Millions https://t.co/0Fb8PiHbXT",1.0,14.0,17.0,936.0,English,Twitter,CoreyDigs,Lagos,2024,7,9,7,55,Tuesday,SYN_24d9217e73c42168,Synthetic_ID,July,I wonder how many people know that the Clintons masterminded the Free Mandatory Vaccines for Children Program in Its one hell of a story I pieced together the details in part of this part report Measles Masterminds amp Millions,negative,1,0,0,none,"Ikeja, Lagos",6,1.0,"to, his, gmo, the, of",1.0
"@WHOAFRO Vax vs Unvax Data: 
What Happens When You Ask 12,000 People About Their Children's Medical History?

World Council for Health
https://t.co/b7HkTMudAK",0.0,0.0,4.0,18.0,English,Twitter,NK97111667,Niger,2024,1,22,21,30,Monday,SYN_142505e446d8373a,Synthetic_ID,January,Vax vs Unvax Data What Happens When You Ask People About Their Childrens Medical History World Council for Health,positive,0,0,1,none,"Minna, Niger",-1,0.14131129503271656,,0.13559650111243468
